Artikelname;Anbietername;Wirkstoffe;ATC-C. (ADV);ATC 4 Steller;Stoffklasse;;;;;;
MEROPENEM ;PUREN Pharma;Meropenem-3-Wasser;J01DH02;J01D;ANDERE BETA-LACTAM-ANTIBIOTIKA;;;;;;
MIDAZOLAM ;PUREN Pharma;Midazolam hydrochlorid;N05CD08;N05C;HYPNOTIKA UND SEDATIVA;;;;;;
MIRTAZAPIN ;PUREN Pharma;Mirtazapin;N06AX11;N06A;ANTIDEPRESSIVA;;;;;;
MONTELUKAST ;PUREN Pharma;Montelukast natrium;R03DC03;R03D;ANDERE MITTEL BEI OBSTRUKTIVEN ATEMWEGSERKRANKUNGEN ZUR SYSTEMISCHEN ANWENDUNG;;;;;;
MOXIFLOXACIN ;PUREN Pharma;Moxifloxacin hydrochlorid;J01MA14;J01M;CHINOLONE;;;;;;
NALOXON ;PUREN Pharma;Naloxon hydrochlorid-2-Wasser;V03AB15;V03A;ALLE ÜBRIGEN THERAPEUTISCHEN MITTEL;;;;;;
NEBIVOLOL ;PUREN Pharma;Nebivolol hydrochlorid;C07AB12;C07A;BETA-ADRENOZEPTORANTAGONISTEN;;;;;;
NEOTIGASON ;PUREN Pharma;Acitretin;D05BB02;D05B;ANTIPSORIATIKA ZUR SYSTEMISCHEN ANWENDUNG;;;;;;
NITRANGIN ;PUREN Pharma;Glyceroltrinitrat;C01DA02;C01D;BEI HERZERKRANKUNGEN EINGESETZTE VASODILATATOREN;;;;;;
OBSIDAN ;PUREN Pharma;Propranolol hydrochlorid;C07AA05;C07A;BETA-ADRENOZEPTORANTAGONISTEN;;;;;;
OLANZAPIN ;PUREN Pharma;Olanzapin;N05AH03;N05A;ANTIPSYCHOTIKA;;;;;;
OXALIPLATIN ;PUREN Pharma;Oxaliplatin;L01XA03;L01X;ANDERE ANTINEOPLASTISCHE MITTEL;;;;;;
OXYCODONHYDROCHLORID ;PUREN Pharma;Oxycodon hydrochlorid;N02AA05;N02A;OPIOIDE;;;;;;
PACLITAXEL ;PUREN Pharma;Paclitaxel;L01CD01;L01C;PFLANZLICHE ALKALOIDE UND ANDERE NATÜRLICHE MITTEL;;;;;;
PENTALONG ;PUREN Pharma;Pentaerithrityltetranitrat;C01DA05;C01D;BEI HERZERKRANKUNGEN EINGESETZTE VASODILATATOREN;;;;;;
POTACTASOL ;PUREN Pharma;Topotecan hydrochlorid;L01XX17;L01X;ANDERE ANTINEOPLASTISCHE MITTEL;;;;;;
PRAMIPEXOL ;PUREN Pharma;Pramipexol dihydrochlorid-1-Wasser;N04BC05;N04B;DOPAMINERGE MITTEL;;;;;;
PREGABALIN ;PUREN Pharma;Pregabalin;N03AX16;N03A;ANTIEPILEPTIKA;;;;;;
PROCAIN ;PUREN Pharma;Procain hydrochlorid;N01BA02;N01B;LOKALANÄSTHETIKA;;;;;;
QUETIAPIN ;PUREN Pharma;Quetiapin hemifumarat;N05AH04;N05A;ANTIPSYCHOTIKA;;;;;;
RABEPRAZOL ;PUREN Pharma;Rabeprazol natrium;A02BC04;A02B;MITTEL BEI PEPTISCHEM ULKUS UND GASTROESOPHAGEALER REFLUXKRANKHEIT;;;;;;
RAMIPRIL ;PUREN Pharma;Ramipril;C09AA05;C09A;ACE-HEMMER, REIN;;;;;;
RAPILYSIN ;PUREN Pharma;Reteplase;B01AD07;B01A;ANTITHROMBOTISCHE MITTEL;;;;;;
RASAGILIN ;PUREN Pharma;Rasagilin tartrat;N04BD02;N04B;DOPAMINERGE MITTEL;;;;;;
RISPERIDON ;PUREN Pharma;Risperidon;N05AX08;N05A;ANTIPSYCHOTIKA;;;;;;
ROPINIROL ;PUREN Pharma;Ropinirol hydrochlorid;N04BC04;N04B;DOPAMINERGE MITTEL;;;;;;
SILDENAFIL ;PUREN Pharma;Sildenafil citrat;G04BE03;G04B;UROLOGIKA;;;;;;
STAPHYLEX ;PUREN Pharma;Flucloxacillin natrium-1-Wasser;J01CF05;J01C;BETALACTAM-ANTIBIOTIKA, PENICILLINE;;;;;;
STESOLID ;PUREN Pharma;Diazepam;N05BA01;N05B;ANXIOLYTIKA;;;;;;
SUMATRIPTAN ;PUREN Pharma;Sumatriptan succinat;N02CC01;N02C;MIGRÄNEMITTEL;;;;;;
TADALAFIL ;PUREN Pharma;Tadalafil;G04BE08;G04B;UROLOGIKA;;;;;;
TELMISARTAN ;PUREN Pharma;Telmisartan;C09CA07;C09C;ANGIOTENSIN-II-REZEPTORANTAGONISTEN, REIN;;;;;;
TERBINAFIN ;PUREN Pharma;Terbinafin hydrochlorid;D01BA02;D01B;ANTIMYKOTIKA ZUR SYSTEMISCHEN ANWENDUNG;;;;;;
VALSARTAN ;PUREN Pharma;Valsartan;C09CA03;C09C;ANGIOTENSIN-II-REZEPTORANTAGONISTEN, REIN;;;;;;
VENLAFAXIN ;PUREN Pharma;Venlafaxin hydrochlorid;N06AX16;N06A;ANTIDEPRESSIVA;;;;;;
VINORELBIN ;PUREN Pharma;Vinorelbin tartrat;L01CA04;L01C;PFLANZLICHE ALKALOIDE UND ANDERE NATÜRLICHE MITTEL;;;;;;
VORICONAZOL ;PUREN Pharma;Voriconazol;J02AC03;J02A;ANTIMYKOTIKA ZUR SYSTEMISCHEN ANWENDUNG;;;;;;
ZIPRASIDON ;PUREN Pharma;Ziprasidon hydrochlorid (1:1);N05AE04;N05A;ANTIPSYCHOTIKA;;;;;;
GADOLAN ;RadCo-Imaging;Gadopentetsäure dimeglumin;V08CA01;V08C;KONTRASTMITTEL FÜR DIE MAGNETRESONANZTOMOGRAPHIE;;;;;;
IOPATHEK ;RadCo-Imaging;Iopamidol;V08AB04;V08A;RÖNTGENKONTRASTMITTEL, IOD-HALTIG;;;;;;
FLUCONAZOL ;Ranbaxy;Fluconazol;J02AC01;J02A;ANTIMYKOTIKA ZUR SYSTEMISCHEN ANWENDUNG;;;;;;
SERTRALIN ;Ranbaxy;Sertralin hydrochlorid;N06AB06;N06A;ANTIDEPRESSIVA;;;;;;
TAMSULOSIN ;Ranbaxy;Tamsulosin hydrochlorid;G04CA02;G04C;MITTEL BEI BENIGNER PROSTATAHYPERPLASIE;;;;;;
RAPISCAN ;Rapidscan;Regadenoson;C01EB21;C01E;ANDERE HERZMITTEL;;;;;;
ACARBOSE ;ratiopharm;Acarbose;A10BF01;A10B;ANTIDIABETIKA, EXKL. INSULINE;;;;;;
ACE ;ratiopharm;Captopril;C09AA01;C09A;ACE-HEMMER, REIN;;;;;;
ACICLOVIR ;ratiopharm;Aciclovir;D06BB03;D06B;CHEMOTHERAPEUTIKA ZUR TOPISCHEN ANWENDUNG;;;;;;
ALENDRONSÄURE ;ratiopharm;Alendronsäure natrium-3-Wasser;M05BA04;M05B;MITTEL MIT EINFLUSS AUF DIE KNOCHENSTRUKTUR UND DIE MINERALISATION;;;;;;
ALFACALCIDOL ;ratiopharm;Alfacalcidol;A11CC03;A11C;VITAMIN A UND D, INKL. DEREN KOMBINATIONEN;;;;;;
ALFUZOSIN ;ratiopharm;Alfuzosin hydrochlorid;G04CA01;G04C;MITTEL BEI BENIGNER PROSTATAHYPERPLASIE;;;;;;
ALLOPURINOL ;ratiopharm;Allopurinol;M04AA01;M04A;GICHTMITTEL;;;;;;
ALPRAZOLAM ;ratiopharm;Alprazolam;N05BA12;N05B;ANXIOLYTIKA;;;;;;
AMANTADIN ;ratiopharm;Amantadin hydrochlorid;N04BB01;N04B;DOPAMINERGE MITTEL;;;;;;
AMBROXOL ;ratiopharm;Ambroxol hydrochlorid;R05CB06;R05C;EXPEKTORANZIEN, EXKL. KOMBINATIONEN MIT ANTITUSSIVA;;;;;;
AMIODARON ;ratiopharm;Amiodaron hydrochlorid;C01BD01;C01B;ANTIARRHYTHMIKA, KLASSE I UND III;;;;;;
AMISULPRID ;ratiopharm;Amisulprid;N05AL05;N05A;ANTIPSYCHOTIKA;;;;;;
AMLODIPIN ;ratiopharm;Amlodipin besilat;C08CA01;C08C;SELEKTIVE CALCIUMKANALBLOCKER MIT VORWIEGENDER GEFÄSSWIRKUNG;;;;;;
AMOXICILLIN ;ratiopharm;Amoxicillin-3-Wasser;J01CA04;J01C;BETALACTAM-ANTIBIOTIKA, PENICILLINE;;;;;;
AMPICILLIN ;ratiopharm;Ampicillin natrium;J01CA01;J01C;BETALACTAM-ANTIBIOTIKA, PENICILLINE;;;;;;
ANAGRELID ;ratiopharm;Anagrelid hydrochlorid-1-Wasser;L01XX35;L01X;ANDERE ANTINEOPLASTISCHE MITTEL;;;;;;
ANASTROZOL ;ratiopharm;Anastrozol;L02BG03;L02B;HORMONANTAGONISTEN UND VERWANDTE MITTEL;;;;;;
ARIPIPRAZOL ;ratiopharm;Aripiprazol;N05AX12;N05A;ANTIPSYCHOTIKA;;;;;;
ATENOLOL ;ratiopharm;Atenolol;C07AB03;C07A;BETA-ADRENOZEPTORANTAGONISTEN;;;;;;
ATORVASTATIN ;ratiopharm;Atorvastatin hemicalcium;C10AA05;C10A;MITTEL, DIE DEN LIPIDSTOFFWECHSEL BEEINFLUSSEN, REIN;;;;;;
AZATHIOPRIN ;ratiopharm;Azathioprin;L04AX01;L04A;IMMUNSUPPRESSIVA;;;;;;
AZITHROMYCIN ;ratiopharm;Azithromycin-2-Wasser;J01FA10;J01F;MAKROLIDE, LINCOSAMIDE UND STREPTOGRAMINE;;;;;;
BACLOFEN ;ratiopharm;Baclofen;M03BX01;M03B;MUSKELRELAXANZIEN, ZENTRAL WIRKENDE MITTEL;;;;;;
BETAHISTIN ;ratiopharm;Betahistin dimesilat;N07CA01;N07C;ANTIVERTIGINOSA;;;;;;
BEZAFIBRAT ;ratiopharm;Bezafibrat;C10AB02;C10A;MITTEL, DIE DEN LIPIDSTOFFWECHSEL BEEINFLUSSEN, REIN;;;;;;
BICALUTAMID ;ratiopharm;Bicalutamid;L02BB03;L02B;HORMONANTAGONISTEN UND VERWANDTE MITTEL;;;;;;
BISOPROLOL ;ratiopharm;Bisoprolol hemifumarat;C07AB07;C07A;BETA-ADRENOZEPTORANTAGONISTEN;;;;;;
BOSENTAN ;ratiopharm;Bosentan-1-Wasser;C02KX01;C02K;ANDERE ANTIHYPERTENSIVA;;;;;;
BRINZOLAMID ;ratiopharm;Brinzolamid;S01EC04;S01E;GLAUKOMMITTEL UND MIOTIKA;;;;;;
BROMAZEPAM ;ratiopharm;Bromazepam;N05BA08;N05B;ANXIOLYTIKA;;;;;;
BROMOCRIPTIN ;ratiopharm;Bromocriptin mesilat;G02CB01;G02C;ANDERE GYNÄKOLOGIKA;;;;;;
BS ;ratiopharm;Butylscopolaminiumbromid;A03BB01;A03B;BELLADONNA UND DERIVATE, REIN;;;;;;
BUPRENORATIOPHARM ;ratiopharm;Buprenorphin;N02AE01;N02A;OPIOIDE;;;;;;
BUPRENORPHIN ;ratiopharm;Buprenorphin;N02AE01;N02A;OPIOIDE;;;;;;
CABERGOLIN ;ratiopharm;Cabergolin;G02CB03;G02C;ANDERE GYNÄKOLOGIKA;;;;;;
CANDESARTAN ;ratiopharm;Candesartan cilexetil;C09CA06;C09C;ANGIOTENSIN-II-REZEPTORANTAGONISTEN, REIN;;;;;;
CARBAMAZEPIN ;ratiopharm;Carbamazepin;N03AF01;N03A;ANTIEPILEPTIKA;;;;;;
CARVEDILOL ;ratiopharm;Carvedilol;C07AG02;C07A;BETA-ADRENOZEPTORANTAGONISTEN;;;;;;
CASPOFUNGIN ;ratiopharm;Caspofungin diacetat;J02AX04;J02A;ANTIMYKOTIKA ZUR SYSTEMISCHEN ANWENDUNG;;;;;;
CEFACLOR ;ratiopharm;Cefaclor-1-Wasser;J01DC04;J01D;ANDERE BETA-LACTAM-ANTIBIOTIKA;;;;;;
CEFOTAXIM ;ratiopharm;Cefotaxim natrium;J01DD01;J01D;ANDERE BETA-LACTAM-ANTIBIOTIKA;;;;;;
CEFPODOXIM ;ratiopharm;Cefpodoxim proxetil;J01DD13;J01D;ANDERE BETA-LACTAM-ANTIBIOTIKA;;;;;;
CEFUROXIM ;ratiopharm;Cefuroxim axetil;J01DC02;J01D;ANDERE BETA-LACTAM-ANTIBIOTIKA;;;;;;
CELECOXIB ;ratiopharm;Celecoxib;M01AH01;M01A;NICHTSTEROIDALE ANTIPHLOGISTIKA UND ANTIRHEUMATIKA;;;;;;
CEPHALEXIN ;ratiopharm;Cefalexin-1-Wasser;J01DB01;J01D;ANDERE BETA-LACTAM-ANTIBIOTIKA;;;;;;
CICLOPIROX ;ratiopharm;Ciclopirox olamin;D01AE14;D01A;ANTIMYKOTIKA ZUR TOPISCHEN ANWENDUNG;;;;;;
CIPROFLOXACIN ;ratiopharm;Ciprofloxacin hydrochlorid-1-Wasser;J01MA02;J01M;CHINOLONE;;;;;;
CITALOPRAM ;ratiopharm;Citalopram hydrobromid;N06AB04;N06A;ANTIDEPRESSIVA;;;;;;
CLARITHROMYCIN ;ratiopharm;Clarithromycin;J01FA09;J01F;MAKROLIDE, LINCOSAMIDE UND STREPTOGRAMINE;;;;;;
CLINDAMYCIN ;ratiopharm;Clindamycin hydrochlorid;J01FF01;J01F;MAKROLIDE, LINCOSAMIDE UND STREPTOGRAMINE;;;;;;
CLOMIFEN ;ratiopharm;Clomifen citrat;G03GB02;G03G;GONADOTROPINE UND ANDERE OVULATIONSAUSLÖSER;;;;;;
CLONIDIN ;ratiopharm;Clonidin hydrochlorid;C02AC01;C02A;ANTIADRENERGE MITTEL, ZENTRAL WIRKEND;;;;;;
CLOPIDOGREL ;ratiopharm;Clopidogrel besilat;B01AC04;B01A;ANTITHROMBOTISCHE MITTEL;;;;;;
CLOZAPIN ;ratiopharm;Clozapin;N05AH02;N05A;ANTIPSYCHOTIKA;;;;;;
COTRIM ;ratiopharm;Co-trimoxazol;J01EE01;J01E;SULFONAMIDE UND TRIMETHOPRIM;;;;;;
DESLORATADINE ;ratiopharm;Desloratadin;R06AX27;R06A;ANTIHISTAMINIKA ZUR SYSTEMISCHEN ANWENDUNG;;;;;;
DEXA ;ratiopharm;Dexamethason dihydrogenphosphat-Dinatrium;H02AB02;H02A;CORTICOSTEROIDE ZUR SYSTEMISCHEN ANWENDUNG, REIN;;;;;;
DEXAMETHASON ;ratiopharm;Dexamethason;H02AB02;H02A;CORTICOSTEROIDE ZUR SYSTEMISCHEN ANWENDUNG, REIN;;;;;;
DEXMEDETOMIDIN ;ratiopharm;Dexmedetomidin hydrochlorid;N05CM18;N05C;HYPNOTIKA UND SEDATIVA;;;;;;
DIAZEPAM ;ratiopharm;Diazepam;N05BA01;N05B;ANXIOLYTIKA;;;;;;
DICLOFENAC ;ratiopharm;Diclofenac natrium;M01AB05;M01A;NICHTSTEROIDALE ANTIPHLOGISTIKA UND ANTIRHEUMATIKA;;;;;;
DILTIAZEM ;ratiopharm;Diltiazem hydrochlorid;C08DB01;C08D;SELEKTIVE CALCIUMKANALBLOCKER MIT VORWIEGENDER HERZWIRKUNG;;;;;;
DOBUTAMIN ;ratiopharm;Dobutamin hydrochlorid;C01CA07;C01C;KARDIOSTIMULANZIEN, EXKL. HERZGLYKOSIDE;;;;;;
DOMPERIDON ;ratiopharm;Domperidon maleat;A03FA03;A03F;PROKINETIKA;;;;;;
DONEPEZIL ;ratiopharm;Donepezil hydrochlorid;N06DA02;N06D;ANTIDEMENTIVA;;;;;;
DORZOLAMID ;ratiopharm;Dorzolamid hydrochlorid;S01EC03;S01E;GLAUKOMMITTEL UND MIOTIKA;;;;;;
DOXAZOSIN ;ratiopharm;Doxazosin mesilat;C02CA04;C02C;ANTIADRENERGE MITTEL, PERIPHER WIRKEND;;;;;;
DOXEPIN ;ratiopharm;Doxepin hydrochlorid;N06AA12;N06A;ANTIDEPRESSIVA;;;;;;
DOXY ;ratiopharm;Doxycyclin-1-Wasser;J01AA02;J01A;TETRACYCLINE;;;;;;
DOXYCYCLIN ;ratiopharm;Doxycyclin hyclat;J01AA02;J01A;TETRACYCLINE;;;;;;
DULOXETIN ;ratiopharm;Duloxetin hydrochlorid;G04BX18;G04B;UROLOGIKA;;;;;;
EFAVIRENZ ;ratiopharm;Efavirenz;J05AG03;J05A;DIREKT WIRKENDE ANTIVIRALE MITTEL;;;;;;
ENALAPRIL ;ratiopharm;Enalapril maleat;C09AA02;C09A;ACE-HEMMER, REIN;;;;;;
ENTECAVIR ;ratiopharm;Entecavir-1-Wasser;J05AF10;J05A;DIREKT WIRKENDE ANTIVIRALE MITTEL;;;;;;
EPLERENON ;ratiopharm;Eplerenon;C03DA04;C03D;KALIUM SPARENDE MITTEL;;;;;;
EPORATIO ;ratiopharm;Epoetin theta;B03XA01;B03X;ANDERE ANTIANÄMIKA;;;;;;
EPROSARTAN ;ratiopharm;Eprosartan mesilat;C09CA02;C09C;ANGIOTENSIN-II-REZEPTORANTAGONISTEN, REIN;;;;;;
ERYTHROMYCIN ;ratiopharm;Erythromycin stearat;J01FA01;J01F;MAKROLIDE, LINCOSAMIDE UND STREPTOGRAMINE;;;;;;
ESCITALOPRAM ;ratiopharm;Escitalopram oxalat;N06AB10;N06A;ANTIDEPRESSIVA;;;;;;
ESOMEPRAZOL ;ratiopharm;Esomeprazol hemimagnesium-1-Wasser;A02BC05;A02B;MITTEL BEI PEPTISCHEM ULKUS UND GASTROESOPHAGEALER REFLUXKRANKHEIT;;;;;;
ETORICOXIB ;ratiopharm;Etoricoxib;M01AH05;M01A;NICHTSTEROIDALE ANTIPHLOGISTIKA UND ANTIRHEUMATIKA;;;;;;
EXEMESTAN ;ratiopharm;Exemestan;L02BG06;L02B;HORMONANTAGONISTEN UND VERWANDTE MITTEL;;;;;;
FAMOTIDIN ;ratiopharm;Famotidin;A02BA03;A02B;MITTEL BEI PEPTISCHEM ULKUS UND GASTROESOPHAGEALER REFLUXKRANKHEIT;;;;;;
FELODIPIN ;ratiopharm;Felodipin;C08CA02;C08C;SELEKTIVE CALCIUMKANALBLOCKER MIT VORWIEGENDER GEFÄSSWIRKUNG;;;;;;
FENTANYL ;ratiopharm;Fentanyl dihydrogencitrat;N01AH01;N01A;ALLGEMEINANÄSTHETIKA;;;;;;
FLECAINID ;ratiopharm;Flecainid acetat;C01BC04;C01B;ANTIARRHYTHMIKA, KLASSE I UND III;;;;;;
FLUCONAZOL ;ratiopharm;Fluconazol;J02AC01;J02A;ANTIMYKOTIKA ZUR SYSTEMISCHEN ANWENDUNG;;;;;;
FLUOXETIN ;ratiopharm;Fluoxetin hydrochlorid;N06AB03;N06A;ANTIDEPRESSIVA;;;;;;
FLUVASTATIN ;ratiopharm;Fluvastatin natrium;C10AA04;C10A;MITTEL, DIE DEN LIPIDSTOFFWECHSEL BEEINFLUSSEN, REIN;;;;;;
FORMOTEROL ;ratiopharm;Formoterol hemifumarat-1-Wasser;R03AC13;R03A;INHALATIVE SYMPATHOMIMETIKA;;;;;;
FULVESTRANT ;ratiopharm;Fulvestrant;L02BA03;L02B;HORMONANTAGONISTEN UND VERWANDTE MITTEL;;;;;;
FUNGIZID ;ratiopharm;Clotrimazol;G01AF02;G01A;ANTIINFEKTIVA UND ANTISEPTIKA, EXKL. KOMBINATIONEN MIT CORTICOSTEROIDEN;;;;;;
FUROSEMID ;ratiopharm;Furosemid natrium;C03CA01;C03C;HIGH-CEILING-DIURETIKA;;;;;;
GABAPENTIN ;ratiopharm;Gabapentin;N03AX12;N03A;ANTIEPILEPTIKA;;;;;;
GALANTAMIN ;ratiopharm;Galantamin hydrobromid;N06DA04;N06D;ANTIDEMENTIVA;;;;;;
GENTAMICIN ;ratiopharm;Gentamicin sulfat;J01GB03;J01G;AMINOGLYKOSID-ANTIBIOTIKA;;;;;;
GLIB ;ratiopharm;Glibenclamid;A10BB01;A10B;ANTIDIABETIKA, EXKL. INSULINE;;;;;;
GLIMEPIRID ;ratiopharm;Glimepirid;A10BB12;A10B;ANTIDIABETIKA, EXKL. INSULINE;;;;;;
GRANISETRON ;ratiopharm;Granisetron hydrochlorid;A04AA02;A04A;ANTIEMETIKA UND MITTEL GEGEN ÜBELKEIT;;;;;;
H2 ;ratiopharm;Cimetidin hydrochlorid;A02BA01;A02B;MITTEL BEI PEPTISCHEM ULKUS UND GASTROESOPHAGEALER REFLUXKRANKHEIT;;;;;;
HALOPERIDOL ;ratiopharm;Haloperidol;N05AD01;N05A;ANTIPSYCHOTIKA;;;;;;
HCT ;ratiopharm;Hydrochlorothiazid;C03AA03;C03A;LOW-CEILING-DIURETIKA, THIAZIDE;;;;;;
HEPARIN ;ratiopharm;Heparin calcium vom Schwein;B01AB01;B01A;ANTITHROMBOTISCHE MITTEL;;;;;;
HYDROMORPHON ;ratiopharm;Hydromorphon hydrochlorid;N02AA03;N02A;OPIOIDE;;;;;;
IBANDRONSÄURE ;ratiopharm;Ibandronsäure natrium-1-Wasser;M05BA06;M05B;MITTEL MIT EINFLUSS AUF DIE KNOCHENSTRUKTUR UND DIE MINERALISATION;;;;;;
IBU ;ratiopharm;Ibuprofen;M01AE01;M01A;NICHTSTEROIDALE ANTIPHLOGISTIKA UND ANTIRHEUMATIKA;;;;;;
IMATINIB ;ratiopharm;Imatinib mesilat;L01XE01;L01X;ANDERE ANTINEOPLASTISCHE MITTEL;;;;;;
INDAPAMID ;ratiopharm;Indapamid;C03BA11;C03B;LOW-CEILING-DIURETIKA, EXKL. THIAZIDE;;;;;;
INDOMET ;ratiopharm;Indometacin;M01AB01;M01A;NICHTSTEROIDALE ANTIPHLOGISTIKA UND ANTIRHEUMATIKA;;;;;;
IRBESARTAN ;ratiopharm;Irbesartan;C09CA04;C09C;ANGIOTENSIN-II-REZEPTORANTAGONISTEN, REIN;;;;;;
IS ;ratiopharm;Isosorbid mononitrat;C01DA14;C01D;BEI HERZERKRANKUNGEN EINGESETZTE VASODILATATOREN;;;;;;
ISDN ;ratiopharm;Isosorbid dinitrat;C01DA08;C01D;BEI HERZERKRANKUNGEN EINGESETZTE VASODILATATOREN;;;;;;
ISOTRETINOIN ;ratiopharm;Isotretinoin;D10BA01;D10B;AKNEMITTEL ZUR SYSTEMISCHEN ANWENDUNG;;;;;;
ITRACONAZOL ;ratiopharm;Itraconazol;J02AC02;J02A;ANTIMYKOTIKA ZUR SYSTEMISCHEN ANWENDUNG;;;;;;
KORTIKOID ;ratiopharm;Triamcinolon acetonid;D07AB09;D07A;CORTICOSTEROIDE, REIN;;;;;;
LAMIVUDIN ;ratiopharm;Lamivudin;J05AF05;J05A;DIREKT WIRKENDE ANTIVIRALE MITTEL;;;;;;
LAMOTRIGIN ;ratiopharm;Lamotrigin;N03AX09;N03A;ANTIEPILEPTIKA;;;;;;
LANSOPRAZOL ;ratiopharm;Lansoprazol;A02BC03;A02B;MITTEL BEI PEPTISCHEM ULKUS UND GASTROESOPHAGEALER REFLUXKRANKHEIT;;;;;;
LATANOPROST ;ratiopharm;Latanoprost;S01EE01;S01E;GLAUKOMMITTEL UND MIOTIKA;;;;;;
LEFLUNOMID ;ratiopharm;Leflunomid;L04AA13;L04A;IMMUNSUPPRESSIVA;;;;;;
LETROZOL ;ratiopharm;Letrozol;L02BG04;L02B;HORMONANTAGONISTEN UND VERWANDTE MITTEL;;;;;;
LEVETIRACETAM ;ratiopharm;Levetiracetam;N03AX14;N03A;ANTIEPILEPTIKA;;;;;;
LEVOCETIRIZIN ;ratiopharm;Levocetirizin dihydrochlorid;R06AE09;R06A;ANTIHISTAMINIKA ZUR SYSTEMISCHEN ANWENDUNG;;;;;;
LINEZOLID ;ratiopharm;Linezolid;J01XX08;J01X;ANDERE ANTIBIOTIKA;;;;;;
LISINOPRIL ;ratiopharm;Lisinopril-2-Wasser;C09AA03;C09A;ACE-HEMMER, REIN;;;;;;
LOPERAMID ;ratiopharm;Loperamid hydrochlorid;A07DA03;A07D;MOTILITÄTSHEMMER;;;;;;
LORAZEPAM ;ratiopharm;Lorazepam;N05BA06;N05B;ANXIOLYTIKA;;;;;;
LORMETAZEPAM ;ratiopharm;Lormetazepam;N05CD06;N05C;HYPNOTIKA UND SEDATIVA;;;;;;
LOSARTAN ;ratiopharm;Losartan kalium;C09CA01;C09C;ANGIOTENSIN-II-REZEPTORANTAGONISTEN, REIN;;;;;;
LOVASTATIN ;ratiopharm;Lovastatin;C10AA02;C10A;MITTEL, DIE DEN LIPIDSTOFFWECHSEL BEEINFLUSSEN, REIN;;;;;;
L-THYROXIN-Na ;ratiopharm;Levothyroxin natrium;H03AA01;H03A;SCHILDDRÜSENPRÄPARATE;;;;;;
MAPROTILIN ;ratiopharm;Maprotilin hydrochlorid;N06AA21;N06A;ANTIDEPRESSIVA;;;;;;
MCP ;ratiopharm;Metoclopramid hydrochlorid-1-Wasser;A03FA01;A03F;PROKINETIKA;;;;;;
MELOXICAM ;ratiopharm;Meloxicam;M01AC06;M01A;NICHTSTEROIDALE ANTIPHLOGISTIKA UND ANTIRHEUMATIKA;;;;;;
MELPERON ;ratiopharm;Melperon hydrochlorid;N05AD03;N05A;ANTIPSYCHOTIKA;;;;;;
MEMANTIN ;ratiopharm;Memantin hydrochlorid;N06DX01;N06D;ANTIDEMENTIVA;;;;;;
METFORMIN ;ratiopharm;Metformin hydrochlorid;A10BA02;A10B;ANTIDIABETIKA, EXKL. INSULINE;;;;;;
METOPROLOL ;ratiopharm;Metoprolol tartrat;C07AB02;C07A;BETA-ADRENOZEPTORANTAGONISTEN;;;;;;
METRONIDAZOL ;ratiopharm;Metronidazol;P01AB01;P01A;MITTEL GEGEN AMÖBIASIS UND ANDERE PROTOZOEN-ERKRANKUNGEN;;;;;;
MIDAZOLAM ;ratiopharm;Midazolam;N05CD08;N05C;HYPNOTIKA UND SEDATIVA;;;;;;
MINOCYCLIN ;ratiopharm;Minocyclin hydrochlorid;J01AA08;J01A;TETRACYCLINE;;;;;;
MIRTAZAPIN ;ratiopharm;Mirtazapin;N06AX11;N06A;ANTIDEPRESSIVA;;;;;;
MOCLOBEMID ;ratiopharm;Moclobemid;N06AG02;N06A;ANTIDEPRESSIVA;;;;;;
MOMETASONFUROAT ;ratiopharm;Mometason furoat-1-Wasser;R01AD09;R01A;DEKONGESTIVA UND ANDERE RHINOLOGIKA ZUR TOPISCHEN ANWENDUNG;;;;;;
MONTELUKAST ;ratiopharm;Montelukast natrium;R03DC03;R03D;ANDERE MITTEL BEI OBSTRUKTIVEN ATEMWEGSERKRANKUNGEN ZUR SYSTEMISCHEN ANWENDUNG;;;;;;
MORPHIN ;ratiopharm;Morphin sulfat;N02AA01;N02A;OPIOIDE;;;;;;
MOXIFLOXACIN ;ratiopharm;Moxifloxacin;J01MA14;J01M;CHINOLONE;;;;;;
MOXONIDIN ;ratiopharm;Moxonidin;C02AC05;C02A;ANTIADRENERGE MITTEL, ZENTRAL WIRKEND;;;;;;
NAC ;ratiopharm;Acetylcystein;R05CB01;R05C;EXPEKTORANZIEN, EXKL. KOMBINATIONEN MIT ANTITUSSIVA;;;;;;
NAFTI ;ratiopharm;Naftidrofuryl hydrogenoxalat;C04AX21;C04A;PERIPHERE VASODILATATOREN;;;;;;
NALOXON ;ratiopharm;Naloxon hydrochlorid-2-Wasser;V03AB15;V03A;ALLE ÜBRIGEN THERAPEUTISCHEN MITTEL;;;;;;
NARATRIPTAN ;ratiopharm;Naratriptan hydrochlorid;N02CC02;N02C;MIGRÄNEMITTEL;;;;;;
NEVIRAPIN ;ratiopharm;Nevirapin;J05AG01;J05A;DIREKT WIRKENDE ANTIVIRALE MITTEL;;;;;;
NIFEDIPIN ;ratiopharm;Nifedipin;C08CA05;C08C;SELEKTIVE CALCIUMKANALBLOCKER MIT VORWIEGENDER GEFÄSSWIRKUNG;;;;;;
NITRENDIPIN ;ratiopharm;Nitrendipin;C08CA08;C08C;SELEKTIVE CALCIUMKANALBLOCKER MIT VORWIEGENDER GEFÄSSWIRKUNG;;;;;;
